mode,hint,tag2,question,tag1,necessary_info,subtype,extra_info,cipher,archetype,vulnerability,flag,ciphertext,difficulty
,AES-CFB allows for bit-flipping attacks. Use the known prefix to manipulate the ciphertext and recover the flag.,,"A secret message was sent to our agent, encrypted with AES-CFB. Find the flag hidden in the ciphertext below.acffa367aa3bf8c1fcc776732138c760a32f4d31e6c6949f23b7364753b984d6a3dff0fa86dab19f98385fa2552ccf0f3d837c501ef3055912f6b9919cc3051fa9ad8846f03c623f0b9a124c21a03a318257f8e6ebe27167d1e2203610336c5729284443ac8900e7fc2493ee3d741d3b540e1195b59b2f48e0e96bfb7fd6a7dab9bf2628f6b35e722c97e8412cdd5663c4c777490cd48f498dac6683a6bb0bd4dd91fde5a9ac14918105004c172798781c

The flag format is flag{...}
The plaintext starts with: In cryptography, a block cipher mode of operation is an algorithm that uses a block cipher to provide information security such as confidentiality or authenticity.",,"The flag format is flag{...}
The plaintext starts with: In cryptography, a block cipher mode of operation is an algorithm that uses a block cipher to provide information security such as confidentiality or authenticity.",aes_cfb,The initialization vector (IV) is: b6bc38f5ec463c8b1ecbd372577568f3,AES-CFB,aes,,flag{hfrtq4je},acffa367aa3bf8c1fcc776732138c760a32f4d31e6c6949f23b7364753b984d6a3dff0fa86dab19f98385fa2552ccf0f3d837c501ef3055912f6b9919cc3051fa9ad8846f03c623f0b9a124c21a03a318257f8e6ebe27167d1e2203610336c5729284443ac8900e7fc2493ee3d741d3b540e1195b59b2f48e0e96bfb7fd6a7dab9bf2628f6b35e722c97e8412cdd5663c4c777490cd48f498dac6683a6bb0bd4dd91fde5a9ac14918105004c172798781c,not defined
,A small prime field with small group order means discrete log can be brute-forced easily.,,"Agents found a suspicious message using an odd ECC variant. Can you break this small-order curve encryption? Ciphertext: Public key: (3, 6)

Curve equation: y^2 = x^3 + 2*x + 3 (mod 97)
Generator G = (3, 6), group order ~ 5
Find d such that d*G = PublicKey.The flag format is flag{private_key}",,"Curve equation: y^2 = x^3 + 2*x + 3 (mod 97)
Generator G = (3, 6), group order ~ 5
Find d such that d*G = PublicKey.The flag format is flag{private_key}",small_order_curves,"Private key: d=1
We used p=97, a=2, b=3, G=(3, 6), group order=5",ECC - small_order_curves,ecc,,flag{1},"Public key: (3, 6)",not defined
,We used a composite number instead of a prime. Elliptic curve operations over non-prime fields are insecure. Try factoring p or brute-forcing the discrete log.,,"An intern misconfigured the curve parameters. Can you decrypt the intercepted message using Public key: (118, 19) and figure out what went wrong?

Curve: y^2 = x^3 + 1*x + 1 mod 119
Generator G=(2, 4)
Public key = d * G. Recover d to get the flag.The flag format is flag{private_key}",,"Curve: y^2 = x^3 + 1*x + 1 mod 119
Generator G=(2, 4)
Public key = d * G. Recover d to get the flag.The flag format is flag{private_key}",faulty_curve_parameters,"Private key (not revealed to players): d=7
Parameters: p=119, a=1, b=1, G=(2, 4).",ECC - faulty_curve_parameters,ecc,,flag{7},"Public key: (118, 19)",not defined
,"Two different messages were signed using the *same* nonce k. In ECDSA, reusing k reveals the private key via algebraic manipulation.",,"During a late-night coding spree, an intern accidentally reused a nonce while signing two messages with ECDSA. Recover the secret key using the signatures: message1: Welcome to ECDSA reuse puzzle! signature1: 4b659ccf6c05afe4fe8de53664af2037812e46f69293aaa1e30d34539b9da8b54878f09f13965b8cdc290e0badff43bb80db905a143a8649092064e6e5fe62e1 message2: My second message! signature2: 4b659ccf6c05afe4fe8de53664af2037812e46f69293aaa1e30d34539b9da8b5826b7042359e44a6ccba991a7ed5cc52861b4a7c2624fd19af3237ae106d35e6 public_key_x: 67760220581505750793352660600736952433020708009467144802265613420286974805116 public_key_y: 23776253112028703324955917884089297893738900978911634659149176305824833095212 

You have two signatures over two messages, both using the same ephemeral nonce k.
Signatures: (r, s1) and (r, s2). Public key is (x, y). Find the private key d.
The flag format is flag{private_key_int}",,"You have two signatures over two messages, both using the same ephemeral nonce k.
Signatures: (r, s1) and (r, s2). Public key is (x, y). Find the private key d.
The flag format is flag{private_key_int}",reused_nonce_ecdsa,"private_key_int = 90900301827266823700037864224519429870496521742698791021543097541129400052115
n=115792089237316195423570985008687907852837564279074904382605163141518161494337, k=54662176788168356989008358646699982528416479392597955501456020239664803773410ECDSA equation: s = k⁻¹ (H(m) + d·r) mod n; repeated k => big trouble.",ECDSA - reused_nonce,ecc,,flag{90900301827266823700037864224519429870496521742698791021543097541129400052115},message1: Welcome to ECDSA reuse puzzle! signature1: 4b659ccf6c05afe4fe8de53664af2037812e46f69293aaa1e30d34539b9da8b54878f09f13965b8cdc290e0badff43bb80db905a143a8649092064e6e5fe62e1 message2: My second message! signature2: 4b659ccf6c05afe4fe8de53664af2037812e46f69293aaa1e30d34539b9da8b5826b7042359e44a6ccba991a7ed5cc52861b4a7c2624fd19af3237ae106d35e6 public_key_x: 67760220581505750793352660600736952433020708009467144802265613420286974805116 public_key_y: 23776253112028703324955917884089297893738900978911634659149176305824833095212 ,not defined
,"The input string is short, so a brute force or dictionary attack might succeed.",,"Alex hid a secret in an MD5 hash but forgot MD5's collision flaw. Can you recover it from 9fdec1ea4c0adefe2064cf6521bda9da?

The flag format is flag{...}",,The flag format is flag{...},md5_reverse,,MD5,hash,MD5 reversing,flag{OBITU},9fdec1ea4c0adefe2064cf6521bda9da,not defined
,You can brute-force the solution.,,"
A careless admin reused a predictable salt when hashing passwords with SHA-256. Recover the original password from the following hash: 9216b9e8134325ade61365eb23f8253884e31f748f00e000d7d033346876787a


The salt is the flag with the format flag{salt}.
The code that generated the flag:
salt = ''.join(random.choice(string.ascii_lowercase + string.digits) for _ in range(3))hashlib.sha256((salt + ""apple"").encode('utf-8')).hexdigest()",,"The salt is the flag with the format flag{salt}.
The code that generated the flag:
salt = ''.join(random.choice(string.ascii_lowercase + string.digits) for _ in range(3))hashlib.sha256((salt + ""apple"").encode('utf-8')).hexdigest()",poor_random_salt,,SHA-256,hash,poor random salt,flag{kyq},9216b9e8134325ade61365eb23f8253884e31f748f00e000d7d033346876787a,easy
,Brute force should work.,,"An anonymous hacker left a note saying, ""Prove your skills by revealing my secret, hidden within this SHA-256 hash: 98f7a444f6799545316c6123e8658e6d427a8cb96a60d22d047e6bcc5b8acd5e.""

The secret is only 4 characters (a-z, 0-9).
The flag format is flag{secret}
The hashing process was:
hash = secret
for _ in range(5):
    hash = hashlib.sha256(hash.encode('utf-8')).hexdigest()",,"The secret is only 4 characters (a-z, 0-9).
The flag format is flag{secret}
The hashing process was:
hash = secret
for _ in range(5):
    hash = hashlib.sha256(hash.encode('utf-8')).hexdigest()",iterated_hash_challenge,,SHA-256,hash,,flag{m3xy},98f7a444f6799545316c6123e8658e6d427a8cb96a60d22d047e6bcc5b8acd5e,not defined
,The seed range is small enough for brute-force. Try recreating the PRNG sequence.,,"Our bot encrypts secrets with a homegrown PRNG cipher—but forgot to randomize its seed! Recover the hidden flag from this ciphertext: 6e91699a73c43099619f3c8a3e80

The flag format is flag{...}
secret_num = rng.randint(0, 2**12)
A secret number was generated using Python's PRNG with a seed from 0 to 9,999. This number was used as a symmetric key to XOR-encrypt the flag.",,"The flag format is flag{...}
secret_num = rng.randint(0, 2**12)
A secret number was generated using Python's PRNG with a seed from 0 to 9,999. This number was used as a symmetric key to XOR-encrypt the flag.",predictable_seed,"If you can predict or brute-force the seed, you can reconstruct the PRNG output and decrypt the flag.",Predictable PRNG,prng,,flag{98dib4w6},6e91699a73c43099619f3c8a3e80,not defined
,A predictable source of entropy was used to generate a secret number. Think about system time.,,"
Our server used timestamps as PRNG seeds to encrypt secrets. Can you recover the flag from this intercepted message? 666c53f17b635cf86e7a5dfe6f7d


The flag format is flag{...}
secret_num = rng.randint(0, 85193)
The system time when the encryption process started was around: 2025-05-17 13:39:11 UTC. This number was used as a symmetric key to XOR-encrypt the flag.",,"The flag format is flag{...}
secret_num = rng.randint(0, 85193)
The system time when the encryption process started was around: 2025-05-17 13:39:11 UTC. This number was used as a symmetric key to XOR-encrypt the flag.",time_based_seed,secret_num = 12950.,Time-based PRNG,prng,,flag{cnnnzoho},666c53f17b635cf86e7a5dfe6f7d,not defined
,The PRNG seed space is small. You can try brute-forcing all possible seeds to reconstruct the sequence.,,"An amateur coder encrypted his diary using a weak PRNG, confident it was secure. Can you recover his secret from the ciphertext? 666c61c77b6630d4393271ce347d

The flag format is flag{...}
A random number generator was seeded using an 8-bit value (0-255). The first outputs of the generator are: [474, 627, 382, 273, 141, 190, 6, 346, 514, 474, 619, 82, 342, 567, 631, 41, 388, 173, 462, 432]. The next PRNG output was used as a symmetric key to XOR-encrypt the flag.
secret_num = rng.randint(0, 660)",,"The flag format is flag{...}
A random number generator was seeded using an 8-bit value (0-255). The first outputs of the generator are: [474, 627, 382, 273, 141, 190, 6, 346, 514, 474, 619, 82, 342, 567, 631, 41, 388, 173, 462, 432]. The next PRNG output was used as a symmetric key to XOR-encrypt the flag.
secret_num = rng.randint(0, 660)",low_entropy_generator,"Since the seed has only 256 possible values, it can be brute-forced to recover the secret number and decrypt the flag.",Low-entropy PRNG,prng,,flag{f0t92qn4},666c61c77b6630d4393271ce347d,not defined
,Linear Feedback Shift Registers (LFSRs) have predictable cycles. The initial state is given.,,"Intercepted at midnight: the spy’s message used a flawed stream cipher. Can you recover the plaintext from the transmitted bits? Ciphertext: 709b77906d8d7082258d7b91248a

The flag format is flag{...}
A 16-bit LFSR was used with taps [0, 2, 3, 5]. The first 10 outputs are given below. The next LFSR output was used to XOR-encrypt the flag.
[57028, 61282, 63409, 31704, 48620, 57078, 28539, 47037, 23518, 11759]",,"The flag format is flag{...}
A 16-bit LFSR was used with taps [0, 2, 3, 5]. The first 10 outputs are given below. The next LFSR output was used to XOR-encrypt the flag.
[57028, 61282, 63409, 31704, 48620, 57078, 28539, 47037, 23518, 11759]",lfsr_weakness,"LFSRs are linear, meaning their entire sequence can be reconstructed given enough outputs.",LFSR Weakness,prng,,flag{zfu3zmf2},709b77906d8d7082258d7b91248a,not defined
,LCGs are deterministic. Find the seed or deduce the next output to recover the encryption key.,,"
Intercepted flag fragments were scrambled using a shoddy random generator. Can you exploit the LCG's predictability to recover the plaintext from 658006fb78890bab6bd552ad3a91?


The flag format is flag{...}
A Linear Congruential Generator (LCG) was used with the following parameters:
  - Modulus: 1896127257
  - Multiplier: 429778592
  - Increment: 1591283687
The first 5 outputs of the LCG are provided: [40854833, 1400129367, 846215849, 1656420345, 540939173] 
The next output was used as a symmetric key to XOR-encrypt the flag.",,"The flag format is flag{...}
A Linear Congruential Generator (LCG) was used with the following parameters:
  - Modulus: 1896127257
  - Multiplier: 429778592
  - Increment: 1591283687
The first 5 outputs of the LCG are provided: [40854833, 1400129367, 846215849, 1656420345, 540939173] 
The next output was used as a symmetric key to XOR-encrypt the flag.",congruential_generator_flaw,LCGs have a known mathematical structure. Recovering the seed allows predicting all future values.,LCG Predictability,prng,,flag{el7h9519},658006fb78890bab6bd552ad3a91,not defined
,JWT tokens with 'alg: none'.,,"
A hacker intercepted Alice’s login token but suspects it’s been tampered with. Can you decode the JWT cipher and reveal the truth? Here’s the token: eyJhbGciOiAibm9uZSIsICJ0eXAiOiAiSldUIn0.eyJtc2ciOiAiZmxhZ3t3OTRndDM4cH0ifQ.
",,,jwt_none_algorithm,,JWT,web_crypto,,flag{w94gt38p},eyJhbGciOiAibm9uZSIsICJ0eXAiOiAiSldUIn0.eyJtc2ciOiAiZmxhZ3t3OTRndDM4cH0ifQ.,easy
,ECB mode with a short key makes brute-forcing possible. Consider the small key entropy.,,"Our messaging bot encrypts notes with AES-ECB, padding short keys with null bytes. Can you recover the plaintext behind this ciphertext? 5e1549bc981dd52965f81a2f8e942d94

An encryption key that is only 2 bytes long?.",,An encryption key that is only 2 bytes long?.,weak_cookie_encryption,Padding follows PKCS#7. The key is padded to 16 bytes with null bytes.,AES-ECB,web_crypto,small key padded with null bytes,flag{qi40hzhc},5e1549bc981dd52965f81a2f8e942d94,easy
,The prime used in this key exchange is small. You can recover the private key by brute-force.,,"Agents Alice and Bob exchanged secrets using Diffie-Hellman. Eve intercepted their communication: 234f35686e75b86121657d029a26. Can you recover their shared key?

The key exchange uses a prime modulus of 101 and generator 2.
Alice's public key is 13 and Bob's public key is 32.
You received a tip that the private values are at most two digits.
You got access to some of the code:
encryption_key = hashlib.sha256(str(shared_key).encode()).digest()[:16]
encrypted_flag = bytes(a ^ b for a, b in zip(flag.encode(), encryption_key))",,"The key exchange uses a prime modulus of 101 and generator 2.
Alice's public key is 13 and Bob's public key is 32.
You received a tip that the private values are at most two digits.
You got access to some of the code:
encryption_key = hashlib.sha256(str(shared_key).encode()).digest()[:16]
encrypted_flag = bytes(a ^ b for a, b in zip(flag.encode(), encryption_key))",broken_key_exchange,"secret_a=66, secret_b=5",Diffie-Hellman,web_crypto,,flag{quv1i57r},234f35686e75b86121657d029a26,not defined
,Hex decoding is reversible. Session tokens often contain structured data.,,Admin left the session token exposed in the logs. Can you recover the secret using the Insecure Session Token cipher? Ciphertext: 757365725f777872663a666c61677b713561696a7276777d3a31373437343831393632,,,insecure_session_token,Token generation code: 'user_wxrf:flag{q5aijrvw}:1747481962'.encode('utf-8').hex(),Insecure Session Token,web_crypto,,flag{q5aijrvw},757365725f777872663a666c61677b713561696a7276777d3a31373437343831393632,easy
,Identical nonce usage breaks ECDSA security. What's common between the signatures?,,"The admin accidentally reused the same nonce to sign different transactions. Can you recover the private key from these signatures? The data: Sig1: c050c3f0b8d45b9e093a91cb96d097b24100e66585d0d8561e01c1231837493f111998a8ba2158b3044836f7783effd9faaf520daa738f2878ef46c13e21c2e5
Sig2: c050c3f0b8d45b9e093a91cb96d097b24100e66585d0d8561e01c1231837493ffb117c1c26d4144197b0e5270bb736e8bd5e034961e909eb0f0569d62df5020e

Public Key (x,y): (64938266744862941794301079344414926574374037668016522522469286656697911622998, 102522718064989868203507723245893001754419661380776152065650355793156320134604)
Messages:
1. CTF challenge message
2. Second signed message
Curve: secp256k1The flag format is flag{hex(private_key)}",,"Public Key (x,y): (64938266744862941794301079344414926574374037668016522522469286656697911622998, 102522718064989868203507723245893001754419661380776152065650355793156320134604)
Messages:
1. CTF challenge message
2. Second signed message
Curve: secp256k1The flag format is flag{hex(private_key)}",ecdsa_nonce_reuse,,ECDSA Nonce Reuse,signature_schemes,,flag{6c8aa3a4ce346b5662043f3ed1c68c183a2976aeca5571c332ed2cdfa83a0d0e},"Sig1: c050c3f0b8d45b9e093a91cb96d097b24100e66585d0d8561e01c1231837493f111998a8ba2158b3044836f7783effd9faaf520daa738f2878ef46c13e21c2e5
Sig2: c050c3f0b8d45b9e093a91cb96d097b24100e66585d0d8561e01c1231837493ffb117c1c26d4144197b0e5270bb736e8bd5e034961e909eb0f0569d62df5020e",not defined
